N-gram,Count 
hands in despair,1
in despair .,1
despair . if,1
. if he,1
had been presented,1
been presented with,1
presented with a,1
with a femur,1
"a femur ,",1
"femur , a",1
", a humerus",1
"a humerus ,",1
"humerus , or",1
", or a",1
or a radius,1
a radius in,1
radius in its,1
in its entirety,1
"its entirety ,",1
"entirety , he",1
he would have,1
would have measured,1
have measured any,1
measured any one,1
any one of,1
of them in,1
them in centimeters,1
in centimeters from,1
centimeters from joint,1
from joint surface,1
joint surface to,1
surface to joint,1
to joint surface,1
joint surface with,1
surface with the,1
with the cartilage,1
the cartilage in,1
cartilage in place,1
"in place ,",1
"place , and",1
then made an,1
made an attempt,1
an attempt at,1
attempt at calculating,1
at calculating the,1
calculating the height,1
the height using,1
height using pearson,1
using pearson s,1
pearson s formula,1
s formula .,1
formula . for,1
. for the,1
for the radius,1
"the radius ,",1
"radius , if",1
if he d,1
d had a,1
had a whole,1
a whole one,1
whole one and,1
one and not,1
and not just,1
not just a,1
just a portion,1
portion of one,1
"of one ,",1
", the table",1
the table would,1
table would have,1
would have read,1
have read like,1
read like this,1
like this картинка,1
this картинка image,1
. jpg male,1
jpg male female,1
male female .,1
female . plus,1
. times .,1
times . plus,1
. times length,1
times length of,1
radius . length,1
. length of,1
radius . then,1
". then ,",1
"then , to",1
", to arrive",1
to arrive at,1
arrive at an,1
at an estimate,1
an estimate of,1
estimate of the,1
of the height,1
the height of,1
height of theliving,1
of theliving body,1
"theliving body ,",1
"body , he",1
", he d",1
he d have,1
d have subtracted,1
have subtracted one,1
subtracted one and,1
one and a,1
a half centimeters,1
half centimeters from,1
from the final,1
the final result,1
final result for,1
result for a,1
for a male,1
"a male ,",1
", and two",1
and two centimeters,1
two centimeters for,1
centimeters for a,1
for a female,1
a female .,1
female . unfortunately,1
". unfortunately ,",1
"unfortunately , he",1
", he didn",1
t have a,1
have a whole,1
a whole radius,1
"whole radius ,",1
"radius , so",1
didn t even,1
t even make,1
even make an,1
make an attempt,1
an attempt .,1
attempt . and,1
. and although,1
and although the,1
although the hand,1
the hand gave,1
hand gave him,1
him a good,1
a good knowledge,1
good knowledge of,1
of the size,1
the size of,1
size of the,1
victim s bones,1
"s bones ,",1
"bones , he",1
could not make,1
not make a,1
make a guess,1
a guess at,1
guess at the,1
at the weight,1
the weight of,1
the victim without,1
victim without a,1
without a knowledge,1
a knowledge of,1
of the muscular,1
the muscular development,1
muscular development and,1
development and the,1
and the adipose,1
the adipose tissue,1
"adipose tissue ,",1
"tissue , so",1
so he quit,1
he quit .,1
quit . he,1
. he wrapped,1
he wrapped the,1
wrapped the hand,1
hand and tagged,1
and tagged it,1
tagged it for,1
it for delivery,1
for delivery to,1
delivery to lieutenant,1
to lieutenant samuel,1
lieutenant samuel g,1
samuel g .,1
g . grossman,1
. grossman at,1
grossman at the,1
at the police,1
the police laboratory,1
police laboratory .,1
laboratory . grossman,1
". grossman ,",1
"grossman , he",1
", he knew",1
"knew , would",1
", would perform",1
would perform an,1
perform an isoreaction,1
isoreaction test on,1
test on a,1
on a blood,1
a blood specimen,1
blood specimen in,1
specimen in order,1
in order to,1
order to determine,1
determine the blood,1
the blood group,1
blood group .,1
group . and,1
. and grossman,1
and grossman would,1
grossman would undoubtedly,1
would undoubtedly try,1
undoubtedly try to,1
to get fingerprint,1
get fingerprint impressions,1
. in this,1
in this respect,1
"this respect ,",1
"respect , blaney",1
", blaney was",1
blaney was positively,1
was positively certain,1
positively certain that,1
certain that grossman,1
that grossman would,1
grossman would fail,1
would fail .,1
fail . each,1
. each finger,1
each finger tip,1
finger tip had,1
tip had been,1
had been neatly,1
been neatly sliced,1
neatly sliced away,1
sliced away from,1
from the rest,1
the rest of,1
rest of the,1
the hand by,1
hand by the,1
by the unknown,1
the unknown assailant,1
unknown assailant .,1
assailant . a,1
. a magician,1
a magician couldn,1
magician couldn t,1
couldn t have,1
t have got,1
have got a,1
got a set,1
a set of,1
set of prints,1
of prints from,1
prints from that,1
from that hand,1
", and grossman",1
and grossman was,1
grossman was no,1
was no magician,1
no magician .,1
magician . so,1
. so blaney,1
so blaney shipped,1
blaney shipped off,1
shipped off the,1
and he concluded,1
he concluded his,1
concluded his notes,1
his notes and,1
notes and what,1
and what he,1
what he finally,1
he finally transmitted,1
finally transmitted to,1
transmitted to the,1
to the bulls,1
the bulls of,1
bulls of the,1
the th was,1
th was this,1
was this race,1
this race white,1
male . age,1
. age .,1
age . the,1
. the boys,1
the boys had,1
boys had to,1
had to take,1
there . detective,1
. detective steve,1
detective steve carella,1
steve carella was,1
carella was the,1
was the first,1
the first of,1
first of the,1
of the boys,1
the boys to,1
boys to take,1
there . he,1
he took it,1
took it early,1
it early the,1
early the next,1
the next morning,1
next morning .,1
morning . sitting,1
. sitting at,1
sitting at his,1
his desk near,1
desk near the,1
near the grilled,1
the grilled squadroom,1
grilled squadroom windows,1
"squadroom windows ,",1
"windows , watching",1
", watching the",1
watching the rain,1
the rain ooze,1
rain ooze along,1
ooze along the,1
along the glass,1
the glass panes,1
"glass panes ,",1
"panes , he",1
", he dialed",1
he dialed blaney,1
dialed blaney s,1
blaney s office,1
s office and,1
office and waited,1
and waited .,1
waited . dr,1
. dr .,1
dr . blaney,1
", a voice",1
a voice on,1
voice on the,1
the other end,1
other end of,1
end of the,1
of the wire,1
the wire said,1
wire said .,1
said . blaney,1
"blaney , this",1
this is carella,1
is carella up,1
carella up at,1
th . hello,1
"hello , blaney",1
ve got your,1
got your report,1
your report on,1
report on that,1
on that hand,1
"hand , blaney",1
", blaney .",1
blaney . yeah,1
yeah ? what,1
what s wrong,1
s wrong with,1
wrong with it,1
with it ?,1
it ? blaney,1
? blaney asked,1
"blaney asked ,",1
"asked , immediately",1
", immediately on",1
immediately on the,1
on the defensive,1
the defensive .,1
defensive . nothing,1
. nothing at,1
nothing at all,1
"fact , it",1
s very helpful,1
helpful . well,1
i m glad,1
m glad to,1
s very rare,1
very rare that,1
rare that anyone,1
that anyone in,1
anyone in the,1
the goddamn department,1
goddamn department admits,1
department admits a,1
admits a medical,1
a medical examination,1
medical examination was,1
examination was helpful,1
was helpful .,1
helpful . we,1
. we feel,1
we feel differently,1
feel differently here,1
differently here at,1
here at the,1
"th , carella",1
carella said smoothly,1
said smoothly .,1
smoothly . we,1
. we ve,1
we ve always,1
ve always relied,1
always relied very,1
relied very heavily,1
very heavily upon,1
heavily upon information,1
upon information provided,1
information provided by,1
provided by the,1
by the medical,1
examiner s office,1
s office .,1
office . well,1
i m certainly,1
m certainly glad,1
certainly glad to,1
said . a,1
a man works,1
man works here,1
works here with,1
here with stiffs,1
with stiffs all,1
stiffs all day,1
all day long,1
"day long ,",1
"long , he",1
", he begins",1
he begins to,1
begins to have,1
to have his,1
have his doubts,1
his doubts .,1
doubts . it,1
it s no,1
s no fun,1
no fun cutting,1
fun cutting up,1
cutting up dead,1
up dead bodies,1
"dead bodies ,",1
"bodies , you",1
. you fellows,1
fellows do a,1
do a wonderful,1
a wonderful job,1
"wonderful job ,",1
"job , carella",1
i mean it,1
"mean it ,",1
carella said fervently,1
said fervently .,1
fervently . there,1
. there isn,1
there isn t,1
isn t much,1
t much glory,1
much glory in,1
glory in what,1
in what you,1
what you fellows,1
"fellows do ,",1
"do , but",1
", but you",1
but you can,1
you can bet,1
can bet your,1
bet your life,1
your life it,1
life it s,1
it s appreciated,1
s appreciated .,1
appreciated . well,1
you . thank,1
wish i had,1
had a nickel,1
a nickel for,1
nickel for every,1
for every case,1
every case you,1
case you fellows,1
you fellows made,1
fellows made easier,1
made easier for,1
easier for us,1
for us to,1
us to crack,1
"to crack ,",1
"crack , carella",1
"said , more",1
", more fervently",1
more fervently this,1
fervently this time,1
"this time ,",1
"time , almost",1
", almost carried",1
almost carried away,1
carried away by,1
away by himself,1
by himself .,1
himself . well,1
"well , gosh",1
", gosh ,",1
"gosh , thanks",1
", thanks .",1
thanks . what,1
i do for,1
"for you ,",1
", carella ?",1
carella ? your,1
? your report,1
your report was,1
report was an,1
an excellent one,1
"excellent one ,",1
"one , carella",1
"very helpful ,",1
"helpful , too",1
too . but,1
there was just,1
